gde_nr,gde_name,Kanton,Anb_1_change_in_prozent,Anb_1_differenz,Anb_1_entwicklung,Anb_1_gruppen,Anb_1_Name,Anb_1_preis_2018,Anb_1_preis_2019,Anb_1_preis_2020,Anb_1_preis_2021,Anb_1_preis_2022,Anb_1_preis_2023,Anb_1_preis_pro_2022,Anb_1_preis_pro_2023,Anb_1_rang,Anb_1_rang_preis_pro_2023,Anb_1_verbrauch,Anb_2_change_in_prozent,Anb_2_differenz,Anb_2_entwicklung,Anb_2_gruppen,Anb_2_Name,Anb_2_preis_2018,Anb_2_preis_2019,Anb_2_preis_2020,Anb_2_preis_2021,Anb_2_preis_2022,Anb_2_preis_2023,Anb_2_preis_pro_2022,Anb_2_preis_pro_2023,Anb_2_rang,Anb_2_rang_preis_pro_2023,Anb_2_verbrauch,Anb_3_change_in_prozent,Anb_3_differenz,Anb_3_entwicklung,Anb_3_gruppen,Anb_3_Name,Anb_3_preis_2018,Anb_3_preis_2019,Anb_3_preis_2020,Anb_3_preis_2021,Anb_3_preis_2022,Anb_3_preis_2023,Anb_3_preis_pro_2022,Anb_3_preis_pro_2023,Anb_3_rang,Anb_3_rang_preis_pro_2023,Anb_3_verbrauch,change_in_perc_schnitt,anzahl_anbieter
97,Rümlang,ZH,12,135,7.418,2,Elektrizitätswerk Rümlang Genossenschaft,21,16,17,20,25,28,1125,1260,1619,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1
98,Schleinikon,ZH,38.1,360,6.78,4,Elektrizitätswerke des Kantons Zürich EKZ,23,28,25,26,21,29,945,1305,486,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,1
99,Schöfflisdorf,ZH,0,0,3.7,1,Elektrizitätswerke des Kantons Zürich EKZ,19,27,27,24,21,21,945,945,2196,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100,Stadel,ZH,37.93,-495,7.186,4,Elektrizitätswerke des Kantons Zürich EKZ,16,17,19,18,29,18,1305,810,499,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.93,1
101,Steinmaur,ZH,75,540,21.292,5,Elektrizitätswerke des Kantons Zürich EKZ,16,30,26,19,16,28,720,1260,63,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1
102,Weiach,ZH,28,-315,1.482,4,Elektrizitäts- Genossenschaft Weiach,23,19,30,19,25,18,1125,810,838,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1
111,Bäretswil,ZH,26.09,270,3.762,3,Elektrizitätswerke des Kantons Zürich EKZ,25,27,24,24,23,29,1035,1305,923,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.09,1
112,Bubikon,ZH,37.04,-450,-5.768,4,Elektrizitätswerke des Kantons Zürich EKZ,26,28,22,23,27,17,1215,765,529,1893,4500,29.41,225,5.046,4,Elektrizitätsgenossenschaft Bubikon,21,30,30,27,17,22,765,990,795,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.225,2
113,Dürnten,ZH,62.5,450,4.128,5,Elektrizitätswerke des Kantons Zürich EKZ,27,23,27,24,16,26,720,1170,135,572,4500,27.78,225,-2.698,4,Gemeindewerke Rüti,30,27,30,28,18,23,810,1035,852,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.14,2
114,Fischenthal,ZH,16.67,180,11.49,3,Elektrizitätswerke des Kantons Zürich EKZ,18,27,23,21,24,28,1080,1260,1350,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
115,Gossau (ZH),ZH,50,405,8.144,5,Elektrizitätswerke des Kantons Zürich EKZ,26,30,16,23,18,27,810,1215,235,429,4500,12.5,135,9.85,2,Energie Gossau AG,18,18,26,26,24,27,1080,1215,1592,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.25,2
116,Grüningen,ZH,33.33,315,6.08,4,Energie Grüningen AG,22,23,24,25,21,28,945,1260,612,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
117,Hinwil,ZH,13.79,-180,1.522,2,Elektrizitätswerke des Kantons Zürich EKZ,25,29,29,23,29,25,1305,1125,1521,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,1
118,Rüti (ZH),ZH,20,135,5.062,3,Gemeindewerke Rüti,18,16,19,27,15,18,675,810,1187,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
119,Seegräben,ZH,37.04,-450,5.842,4,Elektrizitätswerke des Kantons Zürich EKZ,16,25,30,30,27,17,1215,765,529,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.04,1
120,Wald (ZH),ZH,16,180,17.368,2,EW Wald AG,15,25,30,24,25,29,1125,1305,1405,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1
121,Wetzikon (ZH),ZH,25.93,-315,3.724,3,Stadtwerke Wetzikon,22,18,30,22,27,20,1215,900,938,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.93,1
131,Adliswil,ZH,42.86,405,10.12,5,Elektrizitätswerke des Kantons Zürich EKZ,29,15,26,28,21,30,945,1350,360,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.86,1
133,Horgen,ZH,4.55,45,-0.764,1,Gemeindewerke Horgen,30,16,21,25,22,23,990,1035,2056,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,1
135,Kilchberg (ZH),ZH,43.33,-585,7.964,5,Elektrizitätswerke des Kantons Zürich EKZ,17,22,17,30,30,17,1350,765,351,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.33,1
136,Langnau am Albis,ZH,22.22,-270,-0.0880000000000003,3,Elektrizitätswerke des Kantons Zürich EKZ,24,21,19,28,27,21,1215,945,1078,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,1
137,Oberrieden,ZH,18.52,-225,5.342,3,Elektrizitätswerke des Kantons Zürich EKZ,20,22,16,24,27,22,1215,990,1282,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52,1
138,Richterswil,ZH,62.5,450,18.906,5,Elektrizitätswerke des Kantons Zürich EKZ,15,26,19,15,16,26,720,1170,135,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,1
139,Rüschlikon,ZH,5,-45,2.936,1,Elektrizitätswerke des Kantons Zürich EKZ,27,16,15,30,20,19,900,855,2018,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
141,Thalwil,ZH,22.22,180,-0.808,3,Elektrizitätswerke des Kantons Zürich EKZ,27,22,30,26,18,22,810,990,1078,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,1
151,Erlenbach (ZH),ZH,50,405,6.118,5,Werke am Zürichsee (Erlenbach),23,21,21,24,18,27,810,1215,235,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
152,Herrliberg,ZH,14.29,135,5.652,2,Elektrizitätswerk Herrliberg,29,20,15,30,21,24,945,1080,1490,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,1
153,Hombrechtikon,ZH,38.89,315,6.646,4,Elektrizitätswerke des Kantons Zürich EKZ,21,15,19,21,18,25,810,1125,466,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.89,1
154,Küsnacht (ZH),ZH,73.33,495,5.446,5,Werke am Zürichsee (Küsnacht),26,25,25,16,15,26,675,1170,70,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.33,1
155,Männedorf,ZH,11.76,90,-3.96,2,"Gemeinde Männedorf, Energieversorgung",27,21,28,19,17,19,765,855,1642,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76,1
156,Meilen,ZH,9.09,90,-0.596,2,Infrastruktur Zürichsee AG,29,20,21,29,22,24,990,1080,1784,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,1
157,Oetwil am See,ZH,21.05,-180,0.709999999999999,3,Elektrizitätswerke des Kantons Zürich EKZ,18,26,28,17,19,15,855,675,1135,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,1
158,Stäfa,ZH,17.65,135,5.356,3,Gemeindewerke Stäfa,22,27,18,29,17,20,765,900,1319,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.65,1
159,Uetikon am See,ZH,61.11,495,5.882,5,Infrastruktur Zürichsee AG,27,26,17,16,18,29,810,1305,149,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.11,1
160,Zumikon,ZH,93.33,630,18.49,5,Elektrizitätswerke des Kantons Zürich EKZ,17,23,22,22,15,29,675,1305,8,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.33,1
161,Zollikon,ZH,15.79,135,2.03,2,Werke am Zürichsee (Zollikon),23,27,17,21,19,22,855,990,1426,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.79,1
172,Fehraltorf,ZH,15,-135,-3.556,2,Elektrizitätswerk Fehraltorf,26,23,30,16,20,17,900,765,1470,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1
173,Hittnau,ZH,18.75,135,4.88,3,Elektrizitätswerke des Kantons Zürich EKZ,18,23,26,28,16,19,720,855,1275,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,1
176,Lindau,ZH,31.82,315,9.454,4,EW Lindau AG,20,27,26,25,22,29,990,1305,683,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.82,1
177,Pfäffikon,ZH,26.92,-315,4.4,4,Gemeindewerke Pfäffikon,20,27,29,18,26,19,1170,855,890,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.92,1
178,Russikon,ZH,16.67,180,5.334,3,Elektrizitätswerke des Kantons Zürich EKZ,30,16,17,28,24,28,1080,1260,1350,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
180,Weisslingen,ZH,29.63,-360,-1.964,4,Elektrizitätswerke des Kantons Zürich EKZ,30,22,16,15,27,19,1215,855,783,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.63,1
181,Wila,ZH,46.67,-630,0.00400000000000063,5,Elektrizitätswerke des Kantons Zürich EKZ,28,16,30,26,30,16,1350,720,295,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.67,1
182,Wildberg,ZH,14.29,-180,3.666,2,Elektrizitätswerke des Kantons Zürich EKZ,21,20,24,29,28,24,1260,1080,1490,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,1
191,Dübendorf,ZH,22.22,-270,13.66,3,Glattwerk AG,15,15,30,26,27,21,1215,945,1078,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,1
192,Egg,ZH,13.04,-135,-0.44,2,Elektrizitätswerke des Kantons Zürich EKZ,24,18,27,28,23,20,1035,900,1576,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04,1
193,Fällanden,ZH,14.81,-180,3.022,2,Elektrizitätswerk Fällanden,22,24,18,24,27,23,1215,1035,1485,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.81,1
194,Greifensee,ZH,11.11,-90,-5.222,2,Elektrizitätswerke des Kantons Zürich EKZ,25,20,30,24,18,16,810,720,1677,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,1
195,Maur,ZH,37.5,270,1.312,4,Elektrizitätswerke des Kantons Zürich EKZ,28,19,26,15,16,22,720,990,509,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,1
196,Mönchaltorf,ZH,30.43,-315,-7.662,4,Elektrizitätswerke des Kantons Zürich EKZ,26,23,23,19,23,16,1035,720,740,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.43,1
197,Schwerzenbach,ZH,17.39,-180,-0.296,3,Elektrizitätswerke des Kantons Zürich EKZ,20,22,20,20,23,19,1035,855,1330,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,1
198,Uster,ZH,6.25,45,-7.37,1,Energie Uster AG,30,22,27,28,16,17,720,765,1949,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1
199,Volketswil,ZH,19.05,180,3.34,3,Elektrizitätswerke des Kantons Zürich EKZ,23,21,21,27,21,25,945,1125,1256,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,1
200,Wangen-Brüttisellen,ZH,66.67,540,13.846,5,Elektrizitätswerke des Kantons Zürich EKZ,22,28,29,15,18,30,810,1350,106,1,4500,3.57,45,13.566,1,Werke Wangen-Brüttisellen,22,26,27,15,28,29,1260,1305,2153,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12,2
211,Altikon,ZH,4.76,45,7.364,1,Elektrizitätswerke des Kantons Zürich EKZ,17,25,20,21,21,22,945,990,2036,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,1
213,Brütten,ZH,5.88,-45,4.09,1,Elektrizitätswerke des Kantons Zürich EKZ,15,18,23,15,17,16,765,720,1966,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,1
214,Dägerlen,ZH,18.75,135,0.812,3,Elektrizitätswerke des Kantons Zürich EKZ,22,27,27,29,16,19,720,855,1275,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,1
215,Dättlikon,ZH,27.78,225,17.39,4,Elektrizitätswerke des Kantons Zürich EKZ,15,30,20,16,18,23,810,1035,852,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.78,1
216,Dinhard,ZH,6.67,-90,11.144,1,Elektrizitätswerke des Kantons Zürich EKZ,22,15,28,27,30,28,1350,1260,1927,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,1
218,Ellikon an der Thur,ZH,37.93,-495,5.658,4,Elektrizitätswerke des Kantons Zürich EKZ,19,15,27,28,29,18,1305,810,499,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.93,1
219,Elsau,ZH,40,270,4.188,5,Genossenschaft Elektrizitätswerk Räterschen EWR,21,19,26,17,15,21,675,945,426,1305,4500,20,225,14.892,3,Elektrizitätswerke des Kantons Zürich EKZ,17,27,25,21,25,30,1125,1350,1187,1,4500,9.52,90,0.662,2,Elektrizitäts-Genossenschaft Rümikon,25,22,29,20,21,23,945,1035,1769,1030,4500,23.173333333333332,3
220,Hagenbuch,ZH,16.67,-225,16.986,3,Elektrizitätswerke des Kantons Zürich EKZ,15,28,22,22,30,25,1350,1125,1350,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
221,Hettlingen,ZH,25,180,-0.818000000000001,3,Elektrizitätswerke des Kantons Zürich EKZ,22,20,18,15,16,20,720,900,948,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
223,Neftenbach,ZH,4.35,-45,-0.556,1,Elektrizitätswerke des Kantons Zürich EKZ,24,27,20,23,23,22,1035,990,2078,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,1
224,Pfungen,ZH,5.56,45,0.344,1,Elektrizitätswerke des Kantons Zürich EKZ,22,18,19,27,18,19,810,855,1984,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,1
225,Rickenbach (ZH),ZH,20.83,225,11.04,3,Elektrizitätswerke des Kantons Zürich EKZ,21,29,17,20,24,29,1080,1305,1156,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,1
226,Schlatt (ZH),ZH,33.33,-360,-6.586,4,Elektrizitätswerke des Kantons Zürich EKZ,25,19,21,23,24,16,1080,720,612,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
227,Seuzach,ZH,33.33,-450,3.004,4,Elektrizitätswerke des Kantons Zürich EKZ,23,17,27,23,30,20,1350,900,612,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
228,Turbenthal,ZH,87.5,630,16.638,5,Elektrizitätswerke des Kantons Zürich EKZ,20,28,27,16,16,30,720,1350,17,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,1
230,Winterthur,ZH,21.74,225,6.704,3,Stadtwerk Winterthur,23,27,23,17,23,28,1035,1260,1103,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74,1
231,Zell (ZH),ZH,22.73,225,21.924,3,Elektrizitätswerke des Kantons Zürich EKZ,15,30,18,25,22,27,990,1215,1055,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.73,1
241,Aesch (ZH),ZH,8.7,90,7.15,2,Elektrizitätswerke des Kantons Zürich EKZ,23,17,30,30,23,25,1035,1125,1804,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,1
242,Birmensdorf (ZH),ZH,26.09,-270,-7.962,4,Elektrizitätswerke des Kantons Zürich EKZ,27,25,24,27,23,17,1035,765,923,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.09,1
243,Dietikon,ZH,16.67,135,1.96,3,Elektrizitätswerke des Kantons Zürich EKZ,21,24,25,27,18,21,810,945,1350,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
244,Geroldswil,ZH,50,405,8.72,5,Elektrizitätswerke des Kantons Zürich EKZ,25,18,30,23,18,27,810,1215,235,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
245,Oberengstringen,ZH,3.7,45,6.868,1,Elektrizitätswerke des Kantons Zürich EKZ,25,16,19,30,27,28,1215,1260,2131,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1
